n: 100 p: 40
FO: 62359.96
HUBS: [26, 33, 5, 4, 49, 45, 31, 46, 48, 30, 6, 35, 24, 53, 44, 50, 29, 51, 3, 36, 10, 13, 52, 68, 64, 34, 25, 12, 62, 27, 22, 2, 47, 28, 15, 67, 72, 66, 73, 43]

OR	H1	H2	DS	CUSTO
77	73	67	67	11905.51
77	73	68	68	10430.67
77	73	72	69	11749.44
77	73	72	70	11470.73
77	73	73	71	9252.15
77	73	72	72	9103.80
77	73	73	73	7608.68
77	73	73	74	9685.31
77	73	73	75	9164.50
77	52	52	76	9439.26
77	52	52	78	13765.45
77	52	52	79	18665.93
77	73	66	80	37371.91
77	73	66	81	34572.99
77	73	66	82	33092.01
77	73	66	83	28056.93
77	73	66	84	22226.98
77	73	66	85	22518.33
77	73	66	86	19612.24
77	73	66	87	18549.33
77	73	72	88	17273.50
77	73	72	89	14015.72
77	73	72	90	14492.16
77	73	72	91	11493.50
77	73	72	92	13128.73
77	73	72	93	16121.24
77	73	73	94	13394.84
77	73	73	95	11277.39
77	73	73	96	14974.11
77	73	73	97	12905.48
77	73	73	98	14415.13
77	73	73	99	15337.44
78	53	4	0	46764.81
78	53	4	1	45188.67
78	52	2	2	28237.67
78	52	3	3	26789.77
78	53	4	4	28920.24
78	53	5	5	24491.73
78	53	6	6	25214.67
78	36	12	7	40864.29
78	36	12	8	42277.90
78	36	12	9	36239.01
78	53	10	10	21923.83
78	36	12	11	30884.08
78	36	12	12	22156.25
78	36	13	13	18989.32
78	36	15	14	22766.59
78	36	15	15	17107.65
78	36	15	16	27085.43
78	36	15	17	31578.84
78	36	36	18	32860.51
78	36	36	19	38149.85
78	52	22	20	28307.38
78	52	22	21	26952.75
78	52	22	22	22988.93
78	52	25	23	20879.76
78	52	24	24	19211.90
78	52	25	25	17660.38
78	52	26	26	18766.33
78	53	27	27	18965.18
78	53	28	28	18145.45
78	53	29	29	16355.90
78	53	30	30	15943.12
78	52	31	31	13968.22
78	53	33	32	16690.43
78	53	33	33	13579.56
78	53	34	34	11364.64
78	53	35	35	11783.58
78	36	36	36	9804.62
78	36	36	37	12961.86
78	36	36	38	12754.47
78	36	36	39	21773.89
78	73	43	40	35619.88
78	73	43	41	24967.64
78	73	43	42	23328.97
78	73	43	43	21213.55
78	52	44	44	18685.52
78	52	45	45	16094.84
78	52	46	46	15059.45
78	52	47	47	12896.27
78	52	48	48	12187.29
78	52	49	49	10981.75
78	52	50	50	10773.84
78	52	51	51	9429.41
78	52	52	52	8572.17
78	53	53	53	9090.91
78	53	53	54	10717.79
78	53	53	55	11836.37
78	53	53	56	14652.18
78	36	36	57	17587.95
78	36	36	58	19665.96
78	36	36	59	20020.77
78	73	62	60	30315.81
78	73	64	61	24749.35
78	73	62	62	18156.93
78	73	64	63	19176.20
78	73	64	64	16878.89
78	73	67	65	17994.80
78	73	66	66	16449.15
78	73	67	67	14689.92
78	73	68	68	13215.07
78	72	72	69	14456.03
78	72	72	70	14177.33
78	73	73	71	12036.56
78	72	72	72	11810.39
78	73	73	73	10393.08
78	73	73	74	12469.72
78	73	73	75	11948.91
78	52	52	76	12818.16
78	52	52	77	13765.45
78	36	36	79	21845.06
78	73	66	80	40156.32
78	73	66	81	37357.40
78	73	66	82	35876.41
78	73	66	83	30841.33
78	73	66	84	25011.39
78	73	66	85	25302.74
78	73	66	86	22396.65
78	73	66	87	21333.74
78	72	72	88	19980.09
78	72	72	89	16722.32
78	72	72	90	17198.76
78	72	72	91	14200.09
78	72	72	92	15835.33
78	72	72	93	18827.83
78	73	73	94	16179.24
78	73	73	95	14061.80
78	73	73	96	17758.51
78	73	73	97	15689.89
78	73	73	98	17199.53
78	73	73	99	18121.85
79	36	4	0	49919.08
79	36	4	1	48342.94
79	53	2	2	32849.16
79	53	3	3	31026.88
79	36	4	4	32074.51
79	36	5	5	28083.99
79	36	6	6	28476.26
79	36	12	7	43100.12
79	36	12	8	44513.73
79	36	12	9	38474.83
79	36	10	10	25330.15
79	36	12	11	33119.90
79	36	12	12	24392.08
79	36	13	13	21225.15
79	36	15	14	25002.42
79	36	15	15	19343.48
79	36	15	16	29321.26
79	36	15	17	33814.67
79	36	36	18	35096.33
79	36	36	19	40385.68
79	52	22	20	33207.86
79	52	22	21	31853.23
79	52	22	22	27889.41
79	52	25	23	25780.24
79	53	24	24	24061.77
79	52	25	25	22560.86
79	53	26	26	22925.38
79	36	27	27	22823.70
79	36	28	28	21877.14
79	53	29	29	20266.66
79	36	30	30	19772.09
79	53	31	31	17922.85
79	36	33	32	19793.33
79	36	33	33	16682.45
79	36	34	34	15126.97
79	36	35	35	14353.59
79	36	36	36	12040.44
79	36	36	37	15197.68
79	36	36	38	14990.29
79	36	36	39	24009.71
79	52	43	40	40678.56
79	52	43	41	30026.32
79	52	43	42	28387.65
79	52	43	43	26272.23
79	52	44	44	23586.00
79	52	45	45	20995.32
79	52	46	46	19959.93
79	52	47	47	17796.75
79	52	48	48	17087.77
79	52	49	49	15882.23
79	52	50	50	15674.32
79	52	51	51	14329.89
79	52	52	52	13472.65
79	53	53	53	13001.67
79	53	53	54	14628.55
79	53	53	55	15747.13
79	36	36	56	17097.71
79	36	36	57	19823.78
79	36	36	58	21901.79
79	36	36	59	22256.60
79	52	43	60	35907.41
79	73	64	61	30435.10
79	73	62	62	23842.68
79	73	64	63	24861.95
79	73	64	64	22564.65
79	73	67	65	23680.55
79	73	66	66	22134.90
79	73	67	67	20375.67
79	73	68	68	18900.82
79	72	72	69	20167.01
79	72	72	70	19888.31
79	73	73	71	17722.31
79	72	72	72	17521.37
79	73	73	73	16078.84
79	73	73	74	18155.47
79	73	73	75	17634.66
79	52	52	76	17718.64
79	52	52	77	18665.93
79	36	36	78	21845.06
79	73	66	80	45842.07
79	73	66	81	43043.15
79	73	66	82	41562.16
79	73	66	83	36527.09
79	73	66	84	30697.14
79	73	66	85	30988.49
79	73	66	86	28082.40
79	73	66	87	27019.49
79	72	72	88	25691.08
79	72	72	89	22433.30
79	72	72	90	22909.74
79	72	72	91	19911.07
79	72	72	92	21546.31
79	72	72	93	24538.82
79	73	73	94	21865.00
79	73	73	95	19747.55
79	73	73	96	23444.26
79	73	73	97	21375.64
79	73	73	98	22885.28
79	73	73	99	23807.60
80	2	2	0	51835.74
80	2	2	1	49823.28
80	2	2	2	28723.98
80	22	3	3	32156.09
80	22	4	4	38163.56
80	22	5	5	33841.04
80	22	6	6	35800.35
80	22	4	7	52538.50
80	22	4	8	54116.39
80	22	4	9	47794.24
80	43	10	10	34171.27
80	22	6	11	46975.93
80	43	12	12	39226.42
80	43	13	13	39326.60
80	43	13	14	44873.34
80	43	15	15	41092.31
80	43	15	16	51070.09
80	43	15	17	55563.50
80	43	15	18	58193.75
80	43	15	19	62359.96
80	43	43	20	29574.87
80	43	43	21	27713.03
80	22	22	22	25543.07
80	43	43	23	27775.49
80	43	24	24	27074.82
80	43	25	25	26492.82
80	43	26	26	30343.00
80	43	27	27	31880.39
80	43	28	28	32383.84
80	43	29	29	31740.83
80	43	30	30	32472.00
80	43	31	31	31724.68
80	43	30	32	37000.12
80	43	33	33	34645.72
80	43	34	34	34653.52
80	43	35	35	35737.67
80	62	36	36	37330.68
80	43	35	37	40386.91
80	62	36	38	40280.53
80	62	36	39	49299.95
80	43	43	40	35093.67
80	43	43	41	24441.42
80	43	43	42	22802.76
80	43	43	43	20687.33
80	43	44	44	23517.59
80	43	45	45	26570.79
80	62	46	46	26964.39
80	62	47	47	28902.10
80	43	48	48	30616.19
80	62	49	49	31261.17
80	62	50	50	30657.92
80	62	51	51	32460.70
80	62	52	52	32842.64
80	62	53	53	34562.99
80	62	52	54	35414.35
80	62	52	55	36263.19
80	62	52	56	39496.34
80	62	52	57	43865.63
80	62	52	58	45538.44
80	62	52	59	46981.81
80	43	43	60	30322.52
80	43	43	61	27400.71
80	62	62	62	22452.01
80	62	62	63	24766.99
80	64	64	64	23714.23
80	66	66	65	25650.10
80	66	66	66	23707.17
80	66	67	67	25551.30
80	66	68	68	27368.95
80	66	66	69	28023.36
80	66	66	70	28122.29
80	66	72	71	29269.35
80	66	72	72	28454.18
80	66	73	73	29763.23
80	66	72	74	29775.49
80	66	72	75	31294.43
80	66	73	76	33498.30
80	66	73	77	37371.91
80	66	73	78	40156.32
80	66	73	79	45842.07
80	43	43	81	38736.46
80	43	43	82	37726.27
80	43	43	83	34713.61
80	43	43	84	30978.73
80	66	66	85	32560.76
80	66	66	86	29654.67
80	66	66	87	28591.76
80	66	66	88	28176.70
80	66	66	89	28374.87
80	66	66	90	28987.85
80	66	66	91	29333.29
80	66	66	92	29780.86
80	66	66	93	31286.92
80	66	66	94	31213.01
80	66	72	95	31014.56
80	66	66	96	33052.60
80	66	72	97	33461.11
80	66	72	98	35109.96
80	66	72	99	36300.71
81	2	2	0	50096.60
81	2	2	1	48084.14
81	2	2	2	26984.84
81	22	3	3	29884.80
81	22	4	4	35892.27
81	22	5	5	31569.75
81	22	6	6	33529.06
81	22	4	7	50267.21
81	22	4	8	51845.11
81	22	4	9	45522.95
81	43	10	10	31533.07
81	22	6	11	44704.65
81	43	12	12	36588.21
81	43	13	13	36688.39
81	43	13	14	42235.13
81	43	15	15	38454.10
81	43	15	16	48431.88
81	43	15	17	52925.29
81	43	15	18	55555.55
81	43	15	19	59721.75
81	43	43	20	26936.67
81	43	43	21	25074.82
81	22	22	22	23271.79
81	43	43	23	25137.28
81	43	24	24	24436.62
81	43	25	25	23854.61
81	43	26	26	27704.79
81	43	27	27	29242.18
81	43	28	28	29745.64
81	43	29	29	29102.62
81	43	30	30	29833.80
81	43	31	31	29086.47
81	43	30	32	34361.92
81	43	33	33	32007.52
81	43	34	34	32015.32
81	43	35	35	33099.47
81	62	36	36	34549.80
81	62	36	37	37707.04
81	62	36	38	37499.65
81	62	36	39	46519.07
81	43	43	40	32455.46
81	43	43	41	21803.22
81	43	43	42	20164.55
81	43	43	43	18049.13
81	43	44	44	20879.39
81	43	45	45	23932.58
81	62	46	46	24183.51
81	62	47	47	26121.22
81	62	48	48	27843.65
81	62	49	49	28480.29
81	62	50	50	27877.04
81	62	51	51	29679.81
81	62	52	52	30061.76
81	62	53	53	31782.10
81	62	52	54	32633.47
81	62	52	55	33482.31
81	62	52	56	36715.46
81	62	52	57	41084.74
81	62	52	58	42757.56
81	62	52	59	44200.93
81	43	43	60	27684.31
81	43	43	61	24762.51
81	62	62	62	19671.13
81	62	62	63	21986.11
81	64	64	64	20914.33
81	66	66	65	22851.18
81	66	66	66	20908.25
81	66	67	67	22752.38
81	66	68	68	24570.03
81	66	66	69	25224.45
81	66	66	70	25323.38
81	66	72	71	26470.43
81	66	72	72	25655.27
81	66	73	73	26964.31
81	66	72	74	26976.57
81	66	72	75	28495.52
81	66	73	76	30699.38
81	66	73	77	34572.99
81	66	73	78	37357.40
81	66	73	79	43043.15
81	43	43	80	38736.46
81	43	43	82	35088.07
81	43	43	83	32075.40
81	43	43	84	28340.53
81	66	66	85	29761.84
81	66	66	86	26855.75
81	66	66	87	25792.84
81	66	66	88	25377.79
81	66	66	89	25575.95
81	66	66	90	26188.93
81	66	66	91	26534.38
81	66	66	92	26981.95
81	66	66	93	28488.00
81	66	66	94	28414.10
81	66	72	95	28215.64
81	66	66	96	30253.68
81	66	72	97	30662.20
81	66	72	98	32311.05
81	66	72	99	33501.80
82	2	2	0	49899.92
82	2	2	1	47887.46
82	2	2	2	26788.16
82	22	3	3	29261.71
82	22	4	4	35269.18
82	43	5	5	30672.52
82	43	6	6	32584.21
82	22	4	7	49644.12
82	22	4	8	51222.01
82	22	4	9	44899.86
82	43	10	10	30522.88
82	43	6	11	43759.80
82	43	12	12	35578.03
82	43	13	13	35678.21
82	43	13	14	41224.95
82	43	15	15	37443.91
82	43	15	16	47421.69
82	43	15	17	51915.10
82	43	15	18	54545.36
82	43	15	19	58711.57
82	43	43	20	25926.48
82	43	43	21	24064.63
82	22	22	22	22648.69
82	43	43	23	24127.10
82	43	24	24	23426.43
82	43	25	25	22844.43
82	43	26	26	26694.60
82	43	27	27	28231.99
82	43	28	28	28735.45
82	43	29	29	28092.44
82	43	30	30	28823.61
82	43	31	31	28076.28
82	43	30	32	33351.73
82	43	33	33	30997.33
82	62	34	34	30767.11
82	62	35	35	31869.98
82	62	36	36	33282.33
82	62	36	37	36439.57
82	62	36	38	36232.19
82	62	36	39	45251.61
82	43	43	40	31445.28
82	43	43	41	20793.03
82	43	43	42	19154.36
82	43	43	43	17038.94
82	43	44	44	19869.20
82	43	45	45	22922.40
82	62	46	46	22916.05
82	62	47	47	24853.75
82	62	48	48	26576.19
82	62	49	49	27212.83
82	62	50	50	26609.57
82	62	51	51	28412.35
82	62	52	52	28794.29
82	62	53	53	30514.64
82	62	52	54	31366.01
82	62	52	55	32214.85
82	62	52	56	35448.00
82	62	52	57	39817.28
82	62	52	58	41490.10
82	62	52	59	42933.46
82	43	43	60	26674.12
82	43	43	61	23752.32
82	62	62	62	18403.66
82	62	62	63	20718.65
82	64	64	64	19586.16
82	66	66	65	21370.20
82	66	66	66	19427.26
82	66	67	67	21271.39
82	66	68	68	23089.04
82	66	66	69	23743.46
82	66	66	70	23842.39
82	66	72	71	24989.44
82	66	72	72	24174.28
82	66	73	73	25483.33
82	66	72	74	25495.58
82	66	72	75	27014.53
82	66	73	76	29218.39
82	66	73	77	33092.01
82	66	73	78	35876.41
82	66	73	79	41562.16
82	43	43	80	37726.27
82	43	43	81	35088.07
82	43	43	83	31065.21
82	43	43	84	27330.34
82	66	66	85	28280.86
82	66	66	86	25374.77
82	66	66	87	24311.85
82	66	66	88	23896.80
82	66	66	89	24094.96
82	66	66	90	24707.95
82	66	66	91	25053.39
82	66	66	92	25500.96
82	66	66	93	27007.01
82	66	66	94	26933.11
82	66	72	95	26734.66
82	66	66	96	28772.69
82	66	72	97	29181.21
82	66	72	98	30830.06
82	66	72	99	32020.81
83	43	2	0	48547.23
83	43	2	1	46534.76
83	43	2	2	25435.47
83	43	3	3	26515.11
83	43	4	4	32332.65
83	43	5	5	27659.85
83	43	6	6	29571.54
83	43	4	7	46707.60
83	43	4	8	48285.49
83	43	4	9	41963.34
83	43	10	10	27510.21
83	43	6	11	40747.13
83	43	12	12	32565.36
83	62	13	13	32622.49
83	62	13	14	38169.24
83	62	15	15	33796.50
83	62	15	16	43774.28
83	62	15	17	48267.69
83	62	15	18	50897.95
83	62	15	19	55064.15
83	43	43	20	22913.81
83	43	43	21	21051.97
83	43	22	22	19905.57
83	43	43	23	21114.43
83	43	24	24	20413.76
83	43	25	25	19831.76
83	43	26	26	23681.94
83	43	27	27	25219.33
83	43	28	28	25722.78
83	62	29	29	25032.46
83	62	30	30	25638.06
83	62	31	31	24260.98
83	62	30	32	30166.18
83	62	33	33	27134.15
83	62	34	34	26633.21
83	62	35	35	27736.08
83	64	36	36	29144.53
83	64	36	37	32301.77
83	64	36	38	32094.38
83	64	36	39	41113.80
83	43	43	40	28432.61
83	43	43	41	17780.36
83	43	43	42	16141.70
83	43	43	43	14026.27
83	43	44	44	16856.53
83	62	45	45	19274.05
83	62	46	46	18782.15
83	62	47	47	20719.86
83	62	48	48	22442.29
83	62	49	49	23078.93
83	64	50	50	22353.62
83	64	51	51	24188.72
83	66	52	52	24289.05
83	64	53	53	26332.66
83	66	52	54	26860.76
83	66	52	55	27709.60
83	66	52	56	30942.75
83	66	52	57	35312.03
83	66	73	58	36734.92
83	66	52	59	38428.22
83	43	43	60	23661.46
83	43	43	61	20739.65
83	62	62	62	14269.77
83	62	62	63	16584.75
83	64	64	64	15171.27
83	66	66	65	16335.12
83	66	66	66	14392.19
83	66	67	67	16236.32
83	66	68	68	18053.97
83	66	66	69	18708.38
83	66	66	70	18807.31
83	66	72	71	19954.36
83	66	72	72	19139.20
83	66	73	73	20448.25
83	66	72	74	20460.51
83	66	72	75	21979.45
83	66	73	76	24183.32
83	66	73	77	28056.93
83	66	73	78	30841.33
83	66	73	79	36527.09
83	43	43	80	34713.61
83	43	43	81	32075.40
83	43	43	82	31065.21
83	66	66	84	22954.43
83	66	66	85	23245.78
83	66	66	86	20339.69
83	66	66	87	19276.78
83	66	66	88	18861.72
83	66	66	89	19059.89
83	66	66	90	19672.87
83	66	66	91	20018.31
83	66	66	92	20465.88
83	66	66	93	21971.94
83	66	66	94	21898.03
83	66	72	95	21699.58
83	66	66	96	23737.61
83	66	72	97	24146.13
83	66	72	98	25794.98
83	66	72	99	26985.73
84	43	2	0	44812.35
84	43	2	1	42799.89
84	43	2	2	21700.59
84	43	3	3	22780.24
84	43	4	4	28597.78
84	43	5	5	23924.97
84	43	6	6	25836.67
84	43	4	7	42972.72
84	43	4	8	44550.61
84	43	4	9	38228.46
84	62	10	10	23644.40
84	62	12	11	36762.35
84	62	12	12	28034.52
84	62	13	13	27488.98
84	62	13	14	33035.72
84	62	15	15	28662.99
84	62	15	16	38640.77
84	62	15	17	43134.18
84	62	15	18	45764.43
84	62	15	19	49930.64
84	43	43	20	19178.94
84	43	43	21	17317.09
84	43	22	22	16170.69
84	62	44	23	17350.67
84	62	24	24	16579.47
84	62	25	25	15198.44
84	62	26	26	19369.86
84	62	27	27	20807.62
84	62	28	28	21044.16
84	62	29	29	19898.95
84	62	30	30	20504.55
84	62	31	31	19127.46
84	62	30	32	25032.67
84	62	33	33	22000.64
84	64	34	34	21315.85
84	64	35	35	22411.88
84	66	36	36	23431.39
84	66	36	37	26588.63
84	66	36	38	26381.24
84	66	36	39	35400.66
84	43	43	40	24697.73
84	43	43	41	14045.49
84	43	43	42	12406.82
84	43	43	43	10291.40
84	62	44	44	12016.11
84	62	45	45	14140.53
84	62	46	46	13648.64
84	64	47	47	15342.99
84	64	48	48	17149.40
84	64	49	49	17648.45
84	66	50	50	16604.25
84	66	51	51	18407.55
84	66	52	52	18459.10
84	66	53	53	20577.48
84	66	52	54	21030.81
84	66	52	55	21879.65
84	66	52	56	25112.81
84	66	52	57	29482.09
84	66	73	58	30904.98
84	66	52	59	32598.27
84	43	43	60	19926.58
84	62	62	61	15859.81
84	62	62	62	9136.25
84	62	62	63	11451.24
84	64	64	64	9711.20
84	66	66	65	10505.17
84	66	66	66	8562.24
84	66	67	67	10406.37
84	66	68	68	12224.02
84	66	66	69	12878.44
84	66	66	70	12977.37
84	66	72	71	14124.42
84	66	72	72	13309.26
84	66	73	73	14618.31
84	66	72	74	14630.56
84	66	72	75	16149.51
84	66	73	76	18353.37
84	66	73	77	22226.98
84	66	73	78	25011.39
84	66	73	79	30697.14
84	43	43	80	30978.73
84	43	43	81	28340.53
84	43	43	82	27330.34
84	66	66	83	22954.43
84	66	66	85	17415.83
84	66	66	86	14509.75
84	66	66	87	13446.83
84	66	66	88	13031.78
84	66	66	89	13229.94
84	66	66	90	13842.92
84	66	66	91	14188.37
84	66	66	92	14635.94
84	66	66	93	16141.99
84	66	66	94	16068.09
84	66	72	95	15869.64
84	66	66	96	17907.67
84	66	72	97	18316.19
84	66	72	98	19965.04
84	66	72	99	21155.79
85	43	2	0	46779.72
85	43	2	1	44767.26
85	43	2	2	23667.96
85	43	3	3	24747.61
85	43	4	4	30565.15
85	62	5	5	25824.21
85	62	6	6	27617.80
85	43	4	7	44940.09
85	43	4	8	46517.98
85	43	4	9	40195.83
85	62	10	10	25068.71
85	62	12	11	38186.67
85	62	12	12	29458.84
85	64	13	13	28879.41
85	64	13	14	34426.15
85	66	15	15	29534.36
85	66	15	16	39512.14
85	66	15	17	44005.55
85	66	15	18	46635.80
85	66	15	19	50802.01
85	43	43	20	21146.31
85	43	43	21	19284.46
85	43	22	22	18138.06
85	62	44	23	18774.99
85	62	24	24	18003.79
85	62	25	25	16622.75
85	62	26	26	20794.18
85	62	27	27	22231.94
85	62	28	28	22468.47
85	62	29	29	21323.26
85	62	30	30	21928.86
85	64	31	31	20342.25
85	66	33	32	26059.27
85	66	33	33	22948.39
85	66	34	34	21830.89
85	66	35	35	22874.20
85	66	36	36	23722.74
85	66	36	37	26879.98
85	66	36	38	26672.59
85	66	36	39	35692.01
85	43	43	40	26665.10
85	43	43	41	16012.86
85	43	43	42	14374.19
85	43	43	43	12258.77
85	62	44	44	13440.43
85	62	45	45	15564.85
85	64	46	46	14795.98
85	66	47	47	16100.82
85	66	48	48	17932.09
85	66	49	49	18055.45
85	66	50	50	16895.60
85	66	51	51	18698.90
85	66	52	52	18750.45
85	66	53	53	20868.83
85	66	52	54	21322.16
85	66	52	55	22171.00
85	66	52	56	25404.16
85	66	52	57	29773.44
85	66	73	58	31196.33
85	66	52	59	32889.62
85	43	43	60	21893.95
85	62	62	61	17284.13
85	62	62	62	10560.57
85	66	66	63	12389.58
85	64	64	64	10832.13
85	66	66	65	10796.52
85	66	66	66	8853.59
85	66	67	67	10697.72
85	66	68	68	12515.37
85	66	66	69	13169.79
85	66	66	70	13268.72
85	66	72	71	14415.77
85	66	72	72	13600.61
85	66	73	73	14909.65
85	66	72	74	14921.91
85	66	72	75	16440.86
85	66	73	76	18644.72
85	66	73	77	22518.33
85	66	73	78	25302.74
85	66	73	79	30988.49
85	66	66	80	32560.76
85	66	66	81	29761.84
85	66	66	82	28280.86
85	66	66	83	23245.78
85	66	66	84	17415.83
85	66	66	86	14801.09
85	66	66	87	13738.18
85	66	66	88	13323.13
85	66	66	89	13521.29
85	66	66	90	14134.27
85	66	66	91	14479.72
85	66	66	92	14927.29
85	66	66	93	16433.34
85	66	66	94	16359.44
85	66	72	95	16160.98
85	66	66	96	18199.02
85	66	72	97	18607.54
85	66	72	98	20256.39
85	66	72	99	21447.14
86	62	3	0	45444.93
86	62	3	1	43501.14
86	43	2	2	22535.49
86	62	3	3	23397.35
86	62	4	4	28694.61
86	62	5	5	23769.93
86	62	6	6	25563.52
86	62	4	7	43069.55
86	62	4	8	44647.45
86	62	6	9	38297.54
86	62	10	10	23014.43
86	64	12	11	35988.40
86	64	12	12	27260.58
86	66	13	13	26146.17
86	66	13	14	31692.91
86	66	15	15	26628.27
86	66	15	16	36606.05
86	66	15	17	41099.46
86	66	15	18	43729.71
86	66	15	19	47895.92
86	43	43	20	20013.84
86	43	43	21	18151.99
86	62	22	22	17003.76
86	62	44	23	16720.70
86	62	24	24	15949.50
86	62	25	25	14568.47
86	62	26	26	18739.89
86	62	27	27	20177.66
86	64	28	28	20308.55
86	66	29	29	18955.00
86	66	30	30	19393.06
86	66	31	31	17486.13
86	66	33	32	23153.18
86	66	33	33	20042.30
86	66	34	34	18924.80
86	66	35	35	19968.11
86	66	36	36	20816.65
86	66	36	37	23973.89
86	66	36	38	23766.50
86	66	36	39	32785.92
86	43	43	40	25532.63
86	43	43	41	14880.39
86	43	43	42	13241.72
86	43	43	43	11126.30
86	62	44	44	11386.15
86	64	45	45	13301.64
86	66	46	46	12237.37
86	66	47	47	13194.73
86	66	48	48	15026.00
86	66	49	49	15149.36
86	66	50	50	13989.51
86	66	51	51	15792.81
86	66	52	52	15844.36
86	66	53	53	17962.74
86	66	52	54	18416.07
86	66	52	55	19264.91
86	66	52	56	22498.07
86	66	52	57	26867.35
86	66	73	58	28290.24
86	66	52	59	29983.53
86	62	62	60	20665.16
86	66	66	61	14388.30
86	62	62	62	8506.29
86	66	66	63	9483.49
86	64	64	64	8418.78
86	66	66	65	7890.43
86	66	66	66	5947.50
86	66	67	67	7791.63
86	66	68	68	9609.28
86	66	66	69	10263.70
86	66	66	70	10362.63
86	66	72	71	11509.68
86	66	72	72	10694.52
86	66	73	73	12003.57
86	66	72	74	12015.82
86	66	72	75	13534.77
86	66	73	76	15738.63
86	66	73	77	19612.24
86	66	73	78	22396.65
86	66	73	79	28082.40
86	66	66	80	29654.67
86	66	66	81	26855.75
86	66	66	82	25374.77
86	66	66	83	20339.69
86	66	66	84	14509.75
86	66	66	85	14801.09
86	66	66	87	10832.09
86	66	66	88	10417.04
86	66	66	89	10615.20
86	66	66	90	11228.18
86	66	66	91	11573.63
86	66	66	92	12021.20
86	66	66	93	13527.25
86	66	66	94	13453.35
86	66	72	95	13254.90
86	66	66	96	15292.93
86	66	72	97	15701.45
86	66	72	98	17350.30
86	66	72	99	18541.05
87	62	3	0	45399.89
87	62	3	1	43456.10
87	62	2	2	22797.33
87	62	3	3	23352.31
87	66	4	4	28631.35
87	66	5	5	23625.81
87	66	6	6	25314.07
87	66	4	7	43006.30
87	66	4	8	44584.19
87	66	6	9	38048.09
87	66	10	10	22498.40
87	66	12	11	34958.40
87	66	12	12	26230.58
87	66	13	13	25083.26
87	66	13	14	30630.00
87	66	15	15	25565.36
87	66	15	16	35543.14
87	66	15	17	40036.55
87	66	15	18	42666.80
87	66	15	19	46833.01
87	43	43	20	20541.00
87	43	43	21	18679.15
87	62	22	22	16958.72
87	62	44	23	16675.66
87	66	24	24	15800.77
87	66	25	25	14135.84
87	66	26	26	18104.35
87	66	27	27	19382.39
87	66	28	28	19393.82
87	66	29	29	17892.09
87	66	30	30	18330.15
87	66	31	31	16423.22
87	66	33	32	22090.27
87	66	33	33	18979.39
87	66	34	34	17861.89
87	66	35	35	18905.20
87	66	36	36	19753.73
87	66	36	37	22910.98
87	66	36	38	22703.59
87	66	36	39	31723.01
87	43	43	40	26059.79
87	43	43	41	15407.55
87	43	43	42	13768.88
87	43	43	43	11653.45
87	62	44	44	11341.10
87	66	45	45	12487.81
87	66	46	46	11174.45
87	66	47	47	12131.82
87	66	48	48	13963.09
87	66	49	49	14086.45
87	66	50	50	12926.60
87	66	51	51	14729.90
87	66	52	52	14781.45
87	66	53	53	16899.83
87	66	52	54	17353.16
87	66	52	55	18202.00
87	66	52	56	21435.16
87	66	52	57	25804.44
87	66	73	58	27227.32
87	66	52	59	28920.62
87	66	66	60	19894.54
87	66	66	61	13325.39
87	62	62	62	8461.24
87	66	66	63	8420.58
87	66	64	64	7957.42
87	66	66	65	6827.52
87	66	66	66	4884.59
87	66	67	67	6728.72
87	66	68	68	8546.37
87	66	66	69	9200.79
87	66	66	70	9299.71
87	66	72	71	10446.77
87	66	72	72	9631.61
87	66	73	73	10940.65
87	66	72	74	10952.91
87	66	72	75	12471.86
87	66	73	76	14675.72
87	66	73	77	18549.33
87	66	73	78	21333.74
87	66	73	79	27019.49
87	66	66	80	28591.76
87	66	66	81	25792.84
87	66	66	82	24311.85
87	66	66	83	19276.78
87	66	66	84	13446.83
87	66	66	85	13738.18
87	66	66	86	10832.09
87	66	66	88	9354.13
87	66	66	89	9552.29
87	66	66	90	10165.27
87	66	66	91	10510.72
87	66	66	92	10958.29
87	66	66	93	12464.34
87	66	66	94	12390.43
87	66	72	95	12191.98
87	66	66	96	14230.02
87	66	72	97	14638.54
87	66	72	98	16287.39
87	66	72	99	17478.14
88	66	3	0	45271.28
88	66	3	1	43327.49
88	66	2	2	22813.95
88	66	3	3	23223.70
88	66	4	4	28216.30
88	66	5	5	23210.75
88	66	6	6	24899.02
88	66	4	7	42591.24
88	66	4	8	44169.13
88	66	6	9	37633.04
88	66	10	10	22083.35
88	66	12	11	34543.35
88	66	12	12	25815.52
88	67	13	13	24631.15
88	67	13	14	30177.89
88	67	15	15	24978.49
88	67	15	16	34956.27
88	67	15	17	39449.68
88	72	36	18	41942.36
88	67	15	19	46246.15
88	66	43	20	20593.13
88	66	43	21	18731.28
88	66	22	22	16947.62
88	66	44	23	16444.05
88	66	24	24	15385.72
88	66	25	25	13720.79
88	66	26	26	17689.30
88	66	27	27	18967.33
88	66	28	28	18978.76
88	66	29	29	17477.04
88	66	30	30	17915.10
88	67	31	31	15982.16
88	67	33	32	21549.62
88	67	33	33	18438.74
88	67	34	34	17239.71
88	67	35	35	18271.56
88	72	36	36	18886.47
88	72	36	37	22043.71
88	72	36	38	21836.32
88	72	36	39	30855.74
88	66	43	40	26111.92
88	66	43	41	15459.68
